logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
GPI	0.415103034904203	0.25055017993208	0.579655889876327	7.19646064207234	5.16626043896899	1.73795157694127e-05	0.00121353516123887	2.95627762031856
AP3M1	0.441365836874631	0.266295987868916	0.616435685880346	3.98610311358845	5.16313125978319	1.75290900341905e-05	0.00121353516123887	2.94815514348995
GBP1P1	-1.52240003499439	-2.12626923277977	-0.918530837209001	3.34544375928289	-5.16311402674868	1.75299173331393e-05	0.00121353516123887	2.94811041097782
CH507.24F1.2	-1.55392584175447	-2.17094722769574	-0.936904455813193	1.70513678750498	-5.15769766523164	1.77918871933377e-05	0.00122490300292594	2.93405074339891
SECTM1	-1.1946543604762	-1.66958692868968	-0.719721792262713	1.37878982719721	-5.15152876762843	1.80950376811427e-05	0.00123816114135861	2.91803721223824
LAYN	-1.10838883120698	-1.54917664702798	-0.667601015385977	1.66054535477388	-5.14977635035394	1.81820949728639e-05	0.00123816114135861	2.91348811664373
RBM14.RBM4	-0.571750920326606	-0.799765632321078	-0.343736208332133	2.45704398742716	-5.13534720243559	1.89150566520026e-05	0.00128111167486266	2.8760302120184
JUND	-1.11804916905318	-1.56424015834792	-0.671858179758448	4.67341749558087	-5.13175502762514	1.91020872100352e-05	0.00128682340183732	2.8667046246629
FGFR1OP	-0.643598143991078	-0.901171355690379	-0.386024932291776	3.65652166706863	-5.11728845906368	1.98742522138061e-05	0.00133168117774861	2.82914696781887
GALK2	-0.623398840411618	-0.872984852190859	-0.373812828632377	4.61755077173398	-5.11530528268012	1.99825155171654e-05	0.00133181340122384	2.82399816477678
NAPB	-0.50028209386347	-0.700744782318407	-0.299819405408533	2.31936712825533	-5.11101572611242	2.02187114428416e-05	0.00134042568454394	2.81286133673154
HIST2H2BF	-0.799605815121702	-1.12030497746067	-0.478906652782738	2.31809814933399	-5.10627179030383	2.04831851705962e-05	0.00134260790733149	2.80054465735512
ZNF106	-0.47168951530164	-0.660890833974042	-0.282488196629239	5.41103053503883	-5.10573032866642	2.05135910773466e-05	0.00134260790733149	2.7991388503029
RP11.705C15.2	-1.10773392958395	-1.55231809322839	-0.663149765939522	3.20938849368237	-5.10278509498543	2.06797749372807e-05	0.00134260790733149	2.79149204903312
NXF1	-0.617569869360591	-0.86542922626273	-0.369710512458451	5.61687155816544	-5.10277700033278	2.06802335287292e-05	0.00134260790733149	2.79147103255489
C10orf105	2.11058150152414	1.26213986098207	2.95902314206621	3.70709664904091	5.09455155169806	2.11515391539064e-05	0.00136398432607522	2.77011474672833
TPM2	-1.14243015395638	-1.60179805020258	-0.683062257710186	5.67679818711108	-5.09324803150947	2.12272101823359e-05	0.00136398432607522	2.76673029195674
SPOP	-0.460867953717315	-0.646698429917741	-0.275037477516889	5.70643728101977	-5.07908381653066	2.20671484097646e-05	0.00140455067176168	2.72995381030969
ISG20	-1.30768714863239	-1.83499750402015	-0.780376793244633	2.96925995175558	-5.07882635351591	2.20827200588229e-05	0.00140455067176168	2.72928531542251
ALDH2	-0.623241359165293	-0.87507698248896	-0.371405735841626	5.36001025229895	-5.06833032267848	2.27269875009069e-05	0.00143358450701778	2.70203248132581
MEOX1	-1.71678012374084	-2.41057644510941	-1.02298380237228	2.04405120690698	-5.06767193896449	2.27680220986862e-05	0.00143358450701778	2.70032298283224
CRAT	0.456816990232867	0.272022651914429	0.641611328551305	5.47467634459734	5.06266738871339	2.30823716862065e-05	0.00144611058614084	2.68732859053586
STAT1	-1.41859633945026	-1.99400095411597	-0.843191724784561	6.16253275304808	-5.04906897009692	2.39586439652347e-05	0.00149100272547622	2.65201983483803
FXYD5	0.896195594318867	0.532599081970068	1.25979210666767	7.07464047875587	5.04787863473069	2.40369154466238e-05	0.00149100272547622	2.64892907762281
MN1	1.3112472941189	0.778769250980532	1.84372533725726	2.66615506442375	5.04322924188982	2.43451002868317e-05	0.00150085292857484	2.63685672101058
ID3	-1.1958325124983	-1.68157228341488	-0.710092741581727	8.1900586246989	-5.04187996699434	2.44352751340197e-05	0.00150085292857484	2.63335326729247
SHFM1	-0.449010478897309	-0.631780721776381	-0.266240236018237	7.73995398053569	-5.03126041228	2.51567717349602e-05	0.00153763097482464	2.6057791325966
IL15RA	-1.72986696508773	-2.43437053716097	-1.02536339301449	3.65652473203705	-5.02869521882546	2.53342255315202e-05	0.00154096041703858	2.5991185117267
RBP5	-1.65771220224599	-2.33322958531595	-0.982194819176026	3.58423826858808	-5.02572144722247	2.55415122187875e-05	0.00154606351739811	2.59139701481951
SREK1	-0.391427710600617	-0.551072129603432	-0.231783291597803	5.10614848818347	-5.02138632962496	2.58467358488049e-05	0.00155701730858426	2.58014076753311
RP13.270P17.3	-1.11516400636707	-1.5703504652701	-0.659977547464038	2.04451265434159	-5.01735948228861	2.61335239019971e-05	0.00156676102627763	2.56968499096955
ATG5	-0.463784319121205	-0.653190209404659	-0.274378428837751	4.32447007908964	-5.01473962731812	2.63218148149802e-05	0.00157053495062715	2.56288251735577
SCARA3	1.20898732770123	0.714872399009409	1.70310225639304	6.19035885831418	5.01094437930633	2.65969922049333e-05	0.00157769610375018	2.55302816460633
CSN1S1	6.00780896986735	3.55023216785099	8.46538577188371	6.32557408833259	5.00650696786792	2.6922382350658e-05	0.00157769610375018	2.54150650045491
FAH	0.972010213896661	0.574378031512631	1.36964239628069	5.53835251416108	5.00627970795047	2.69391538519203e-05	0.00157769610375018	2.5409164259432
OLFML3	-1.55808713249849	-2.19548393717753	-0.920690327819456	6.80019190595947	-5.00619391308398	2.69454881247037e-05	0.00157769610375018	2.54069366184022
TRIM22	-1.34757062678869	-1.89929606791665	-0.795845185660731	5.43069004845594	-5.0021226278084	2.72477922258367e-05	0.00158344263695711	2.53012271276447
RCOR3	-0.572896497210702	-0.80748357671826	-0.338309417703144	4.11479130967191	-5.00147252309481	2.72963774607132e-05	0.00158344263695711	2.52843474545607
NOSIP	-0.290851044212181	-0.410017801665292	-0.17168428675907	5.81697364429672	-4.99851861645009	2.7518229957818e-05	0.00158895585885465	2.52076508613598
ARHGAP24	-0.787024786556425	-1.10979290243918	-0.464256670673673	3.69016245697739	-4.99371315142778	2.78830039439474e-05	0.00159648511181715	2.50828804845062
ATRN	0.405466448143892	0.23911898982359	0.571813906464195	3.69226559731638	4.99188488812176	2.80230507509899e-05	0.00159648511181715	2.50354112930239
DYNLT1	-0.468074801583816	-0.660111998967232	-0.276037604200401	7.82485478850622	-4.9917831595377	2.80308638946347e-05	0.00159648511181715	2.50327700085137
C15orf41	-0.554895315186289	-0.782774722324375	-0.327015908048203	2.33837878823137	-4.98691293628659	2.84074760100434e-05	0.00161061391133866	2.49063200738345
FTH1	-0.809481686913037	-1.14266318412826	-0.476300189697813	11.9242529737928	-4.97567449616826	2.92959667146792e-05	0.00164698602477404	2.461453235174
CHORDC1	-0.762120796689274	-1.0759409705055	-0.448300622873049	3.94881738073474	-4.97357604999556	2.94649194815986e-05	0.00164698602477404	2.45600506362238
CH507.513H4.1	-0.710506704070859	-1.00315352873736	-0.417859879404355	2.13207297027497	-4.972218130042	2.95747690003319e-05	0.00164698602477404	2.45247952997863
CH507.528H12.1	-0.710506704070859	-1.00315352873736	-0.417859879404355	2.13207297027497	-4.972218130042	2.95747690003319e-05	0.00164698602477404	2.45247952997863
PSMB8	-0.89943341830928	-1.27012110134091	-0.528745735277648	6.76943293574646	-4.96920224473508	2.98202074202719e-05	0.00164806222306162	2.44464951523827
FMO3	-1.43973568423581	-2.03315560979261	-0.84631575867901	2.5319568979474	-4.96874207159543	2.98578358644614e-05	0.00164806222306162	2.44345479385682
ARL6IP5	0.447581220893793	0.263041140804164	0.632121300983422	8.18001364989237	4.96714640326496	2.99886821115763e-05	0.00164806222306162	2.43931206460659
LRRC32	-1.60928204123383	-2.27579926936604	-0.942764813101614	2.70291994869092	-4.94477567493472	3.18846286411744e-05	0.00174342019931347	2.38123491583015
NOMO2	0.656533884064517	0.384543050894356	0.928524717234678	4.80653768938574	4.94343339016084	3.20021265636152e-05	0.00174342019931347	2.37775034496669
GPATCH3	-0.461540004897692	-0.652907032172549	-0.270172977622835	2.73536802097167	-4.93933006868694	3.23640047268061e-05	0.00174768194228206	2.36709825148651
RARRES3	-1.19413584074518	-1.68935091362066	-0.698920767869697	7.25861887302531	-4.9383934446046	3.24471787791568e-05	0.00174768194228206	2.3646668324242
LYRM5	0.512788116177292	0.300022604512129	0.725553627842455	5.56210932997838	4.93585654139045	3.26735354263723e-05	0.00174768194228206	2.35808123904715
FBL	-0.428942989066628	-0.606921581017351	-0.250964397115904	5.45734464863364	-4.93580070972856	3.26785347490753e-05	0.00174768194228206	2.3579363054945
PROCR	0.874896989592516	0.511800150796071	1.23799382838896	8.23296658511579	4.93469440814291	3.27777539055294e-05	0.00174768194228206	2.3550644622944
ABHD6	0.914406233660487	0.534484737326144	1.29432772999483	2.9109572960096	4.92913961955178	3.32805076437329e-05	0.00176696932532192	2.3406450441467
NAV1	0.684877484973646	0.400220210563811	0.969534759383482	4.65074855813423	4.92738402794613	3.34410003304335e-05	0.00176799887822925	2.33608786791376
ADA	-0.924292734313515	-1.30879161419796	-0.539793854429067	3.35717323125172	-4.92311826925058	3.38341980568858e-05	0.00178127101534781	2.32501495468432
DOCK4	-0.733039890733611	-1.0382078504682	-0.427871930999023	1.47625250756791	-4.91942658272442	3.41782079951838e-05	0.00179185333129562	2.31543240023625
SYT17	1.00591667823411	0.586969658418666	1.42486369804954	1.60550351162304	4.91732272798484	3.43758171009524e-05	0.00179470411781222	2.30997148564809
BTN2A3P	-0.773889388155434	-1.09635964017765	-0.451419136133218	1.68722694555598	-4.91490404443306	3.46044083652903e-05	0.00179914206148169	2.3036934580812
STAT2	-0.868259916844733	-1.23083371239024	-0.505686121299221	5.90572909628104	-4.90432393781382	3.56223285516343e-05	0.00184441230062801	2.27623236350798
BIRC3	-1.29903732449927	-1.84284154362792	-0.755233105370606	3.17373999424671	-4.89220746185592	3.68248634562922e-05	0.00189422658166546	2.24478576822035
CD9	1.42037804553059	0.825661812268188	2.01509427879298	9.48545549880942	4.89125119124731	3.69214803477341e-05	0.00189422658166546	2.24230400977353
HNRNPA1	-0.493262755222183	-0.69985587227394	-0.286669638170426	8.83255464733943	-4.88976834863662	3.70718005047315e-05	0.00189422658166546	2.23845569873206
HLA.C	-1.11677010793122	-1.58466225897118	-0.648877956891247	8.23356566508703	-4.88814218260478	3.72373527098859e-05	0.00189422658166546	2.23423547598637
SEC11C	1.21407368200083	0.705258874361332	1.72288848964033	5.96658712859797	4.88664862254613	3.73900554758349e-05	0.00189422658166546	2.23035943380623
RPS15	-0.357362808981144	-0.507198773192716	-0.207526844769571	10.2238638123525	-4.88448854126641	3.76120110641573e-05	0.00189422658166546	2.2247537274553
ODF2L	-0.774678573019725	-1.09950748878943	-0.449849657250022	4.90583276067372	-4.88419135130289	3.76426511440303e-05	0.00189422658166546	2.22398248554434
SNRPD2	-0.36685463787632	-0.520895031785462	-0.212814243967178	8.74531005723247	-4.8773643802814	3.83534125970794e-05	0.00192227303936562	2.20626617047908
DTWD1	-0.565782049305689	-0.803503318566706	-0.328060780044673	5.88777140178108	-4.87424026353315	3.8683122095831e-05	0.00192798997416161	2.19815923583204
HSD17B7P2	-0.790351221380314	-1.12248751899294	-0.458214923767683	2.0420301250242	-4.87337237845948	3.87752173574402e-05	0.00192798997416161	2.19590714914816
PTMA	-0.493706928910175	-0.701346955904254	-0.286066901916096	9.66113077780282	-4.86949533997588	3.91893089957285e-05	0.001940877635243	2.18584675254388
SESTD1	-0.90258769696503	-1.28267203422215	-0.522503359707912	4.19920302875842	-4.86334685878234	3.98550784831804e-05	0.00196188042150394	2.16989289216524
CYR61	-2.06341557769252	-2.93265113072038	-1.19418002466467	8.83129269415119	-4.86155308673152	4.00514312940347e-05	0.00196188042150394	2.16523862445684
MS4A7	0.601081137993211	0.347825946150774	0.854336329835649	0.951937925018136	4.86071940755019	4.01430173548658e-05	0.00196188042150394	2.16307551543592
IER2	-1.58677288670679	-2.25545310091895	-0.918092672494627	8.12641963177757	-4.85984151895108	4.02396862191949e-05	0.00196188042150394	2.16079771428451
MAP2K6	-0.743757101407933	-1.0582447340277	-0.429269468788168	2.31664408257869	-4.84343374231371	4.20898104102402e-05	0.00203710387290051	2.11822863852892
CD68	0.778268191354808	0.449152138293738	1.10738424441588	7.4053682392505	4.84290582134629	4.21507279380082e-05	0.00203710387290051	2.11685907846131
HCG4B	-1.09738178289946	-1.56154452590776	-0.633219039891156	1.78979816948285	-4.84187170001386	4.22703118079915e-05	0.00203710387290051	2.11417632605559
TNFSF10	-1.62954171443388	-2.31958326388291	-0.939500164984853	5.94823143543706	-4.83633136891042	4.29167767750641e-05	0.00206033414939293	2.09980384648918
ACYP2	0.578973621768223	0.333700472519018	0.824246771017427	4.48009749354794	4.83431092401353	4.31549770814137e-05	0.00206386207187066	2.09456268332467
SMAD7	-0.691110709386702	-0.984287984094782	-0.397933434678622	2.1175199375671	-4.82773172164051	4.39398148859918e-05	0.0020934063898155	2.07749651298036
GJB2	1.3934231344753	0.801748953218012	1.98509731573259	6.29427528010102	4.82309934019279	4.45009460202358e-05	0.00210521934343644	2.06548097091653
NDFIP1	0.967624428076124	0.556736579359618	1.37851227679263	5.74515910123545	4.82291196593198	4.45237929777061e-05	0.00210521934343644	2.06499496833845
CYGB	-0.655783066901749	-0.934368724780787	-0.377197409022711	2.80119532147083	-4.82089034251396	4.47710397202671e-05	0.00210895160787574	2.05975143451062
TCF3	-0.466201899860934	-0.664431756121814	-0.267972043600053	3.37961548986064	-4.8164913186089	4.53137899754954e-05	0.00212652355203355	2.04834195166571
NFKBIE	-0.706080390594044	-1.00672142793143	-0.405439353256656	1.4067662692662	-4.80985183060256	4.61454265897033e-05	0.0021574708774962	2.03112249883797
C21orf91	-0.787194807403908	-1.12286539868933	-0.451524216118484	2.15670837429935	-4.80280258793369	4.70450613848457e-05	0.0021906593799987	2.01284168665011
TAGLN	-1.63072400078203	-2.32626632909442	-0.935181672469635	7.2026469426241	-4.80156383709283	4.72049507262289e-05	0.0021906593799987	2.00962937748162
B4GALNT3	0.906530375050466	0.519516301633899	1.29354444846703	1.91486900456767	4.79712915596278	4.77818059686535e-05	0.0022080246263551	1.99812979520472
NUDT21	-0.511131044783707	-0.729394044156857	-0.292868045410556	4.505630519866	-4.79598647367942	4.79315800773014e-05	0.0022080246263551	1.99516679590049
UPF2	-0.407554065080628	-0.581835094030553	-0.233273036130703	3.08287814026403	-4.78917738259837	4.88338244746251e-05	0.00224134732845074	1.97751148207242
SZRD1	-0.424553509723254	-0.606967971773223	-0.242139047673284	4.47174058990976	-4.76649319778028	5.19636181180717e-05	0.00236930098657242	1.91870394980382
HLA.DQB1	-2.6071227877512	-3.72737908877007	-1.48686648673233	3.12466488068556	-4.76617406546802	5.20090473719322e-05	0.00236930098657242	1.91787673479817
ADAM9	0.821315879190881	0.468295660865068	1.17433609751669	6.09892270704727	4.76470974048463	5.22180058674008e-05	0.00236930098657242	1.91408113757157
RPL36	-0.364918652627986	-0.521805765674737	-0.208031539581234	9.36396697733582	-4.76359247042168	5.23780026560702e-05	0.00236930098657242	1.911185170764
CD58	0.600071347608731	0.341939678696085	0.858203016521378	6.42466112378357	4.76088191832905	5.2768197175121e-05	0.00237038904377882	1.90415958756703
ANKH	0.930338747198818	0.530060952222617	1.33061654217502	5.67179099738492	4.75998319225902	5.28982110480572e-05	0.00237038904377882	1.90183020016649
RP11.61J19.5	-0.776942942885071	-1.11125685477444	-0.442629030995704	0.861400322649011	-4.75949073523033	5.29695875704764e-05	0.00237038904377882	1.90055382379835
CEP57L1	-0.406970443519983	-0.582273404839923	-0.231667482200044	4.54248779853496	-4.75444059948899	5.37071168662444e-05	0.00239484047805709	1.88746509324634
CXCL2	-3.11160430221731	-4.45564744234939	-1.76756116208523	5.16855334775135	-4.74129484601253	5.56753065627345e-05	0.00247379996890448	1.85339868139656
COL6A2	-0.775331021150804	-1.11048583962476	-0.440176202676845	7.42670490389103	-4.73769939907064	5.62260308997882e-05	0.00248944228683515	1.84408238769669
MUSTN1	1.73199634839812	0.982366376766281	2.48162632002996	2.10562776039495	4.73179410399263	5.71423683625786e-05	0.00252110519571518	1.82878200225078
FAM26F	-1.58925286629685	-2.27746833074982	-0.901037401843888	2.00906944893206	-4.72927300501803	5.75380923051781e-05	0.00252965718099608	1.82225033414123
WEE1	-0.573908592037454	-0.822632003258331	-0.325185180816578	2.63886543226774	-4.72554464049289	5.81283261513012e-05	0.00254047804643387	1.81259132437877
CGREF1	0.988925285087008	0.560304859122764	1.41754571105125	2.73227036533638	4.72515899501129	5.81897206166418e-05	0.00254047804643387	1.81159226975443
PSMB8.AS1	-0.948238947886849	-1.36059578805801	-0.53588210771569	4.70773027685967	-4.70945222291255	6.07459068533901e-05	0.00264286879469784	1.77090721423193
JAM2	-0.994694035736508	-1.42759713431934	-0.561790937153672	3.21279767487483	-4.70570424760991	6.13722205783188e-05	0.00266087862922607	1.76120034549995
ABCA6	-1.55452231004186	-2.23258179140042	-0.876462828683305	2.93085203882046	-4.69520949797317	6.31604059889172e-05	0.00272085461858269	1.73402313078176
FGFR1OP2	-0.385694435593017	-0.553934705314486	-0.217454165871548	4.76289007372033	-4.69503923939607	6.31898399048333e-05	0.00272085461858269	1.73358226726212
PRDX5	-0.332409074085953	-0.477560196450754	-0.187257951721151	7.74004469867082	-4.69005873104578	6.40569310491299e-05	0.00274234545914553	1.7206864067764
AKAP2	-1.14689894027637	-1.64775104696459	-0.646046833588145	2.74352540948153	-4.68966105761872	6.41266735458612e-05	0.00274234545914553	1.71965677061998
